ResultID,DataSource,StationID,Parameter,RelativeDepth,AnalysisTimeSpan,MinYear,MaxYear,N_obs,Median,Trend,Trend_cat
534889,LEE_WQ,413,OP_MGL,Surface,10 year,2011,2020,102,0.075,0,No Trend
534893,LEE_WQ,423,OP_MGL,Surface,10 year,2011,2020,110,0.072,0,No Trend
534894,LEE_WQ,428,OP_MGL,Surface,10 year,2011,2020,101,0.069,0,No Trend
534895,LEE_WQ,429,OP_MGL,Surface,10 year,2012,2020,106,0.055,2,"Increasing Trend, Larger Rate"
534896,LEE_WQ,435,OP_MGL,Surface,10 year,2012,2020,102,0.0615,0,No Trend
534899,LEE_WQ,442,OP_MGL,Surface,10 year,2012,2020,104,0.0715,0,No Trend
534901,LEE_WQ,448,OP_MGL,Surface,10 year,2011,2020,105,0.084,0,No Trend
534902,LEE_WQ,449,OP_MGL,Surface,10 year,2015,2020,66,0.0675,0,No Trend
534909,LEE_WQ,46B-9GR,OP_MGL,Surface,10 year,2011,2020,120,0.007,0,No Trend
534910,LEE_WQ,46B-L6GR,OP_MGL,Surface,10 year,2011,2020,120,0.069,-2,"Decreasing Trend, Larger Rate"
534911,LEE_WQ,47A-15GR,OP_MGL,Surface,10 year,2011,2020,120,0.013,0,No Trend
534912,LEE_WQ,47A-28GR,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534913,LEE_WQ,47A-4GR,OP_MGL,Surface,10 year,2011,2020,120,0.014,0,No Trend
534914,LEE_WQ,47B-11GR,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534915,LEE_WQ,48-10GR,OP_MGL,Surface,10 year,2011,2020,120,0.023,0,No Trend
534916,LEE_WQ,48-15GR,OP_MGL,Surface,10 year,2011,2020,120,0.02,0,No Trend
534917,LEE_WQ,48-25GR,OP_MGL,Surface,10 year,2011,2020,120,0.005,-1,"Decreasing Trend, Smaller"
534921,LEE_WQ,612,OP_MGL,Surface,10 year,2011,2020,116,0.0095,0,No Trend
534923,LEE_WQ,615,OP_MGL,Surface,10 year,2011,2020,113,0.014,0,No Trend
534926,LEE_WQ,619,OP_MGL,Surface,10 year,2011,2020,120,0.006,0,No Trend
534927,LEE_WQ,620,OP_MGL,Surface,10 year,2011,2020,116,0.006,0,No Trend
534928,LEE_WQ,621,OP_MGL,Surface,10 year,2012,2020,99,0.012,0,No Trend
534929,LEE_WQ,622,OP_MGL,Surface,10 year,2011,2020,115,0.01,0,No Trend
534930,LEE_WQ,624,OP_MGL,Surface,10 year,2012,2020,104,0.0065,0,No Trend
534931,LEE_WQ,625,OP_MGL,Surface,10 year,2012,2020,100,0.006,0,No Trend
534932,LEE_WQ,626,OP_MGL,Surface,10 year,2012,2020,98,0.004,0,No Trend
534934,LEE_WQ,630,OP_MGL,Surface,10 year,2011,2020,113,0.004,0,No Trend
534935,LEE_WQ,631,OP_MGL,Surface,10 year,2012,2020,98,0.004,0,No Trend
534936,LEE_WQ,632,OP_MGL,Surface,10 year,2009,2018,107,0.004,0,No Trend
534937,LEE_WQ,635,OP_MGL,Surface,10 year,2011,2020,116,0.004,0,No Trend
534938,LEE_WQ,636,OP_MGL,Surface,10 year,2011,2020,116,0.004,0,No Trend
534939,LEE_WQ,638,OP_MGL,Surface,10 year,2011,2020,115,0.004,0,No Trend
534940,LEE_WQ,639,OP_MGL,Surface,10 year,2010,2019,115,0.004,0,No Trend
534943,LEE_WQ,645,OP_MGL,Surface,10 year,2011,2020,111,0.005,0,No Trend
534945,LEE_WQ,BILLGR20,OP_MGL,Surface,10 year,2011,2020,120,0.191,0,No Trend
534946,LEE_WQ,BILLGR60,OP_MGL,Surface,10 year,2011,2020,120,0.1195,0,No Trend
534947,LEE_WQ,BURNTS,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534948,LEE_WQ,CES01SUR,OP_MGL,Surface,10 year,2011,2020,120,0.065,0,No Trend
534949,LEE_WQ,CES03BOT,OP_MGL,Surface,10 year,1999,2006,89,0.0725,0,No Trend
534950,LEE_WQ,CES03SUR,OP_MGL,Surface,10 year,2011,2020,120,0.072,0,No Trend
534951,LEE_WQ,CES04BOT,OP_MGL,Surface,10 year,1999,2006,89,0.0625,2,"Increasing Trend, Larger Rate"
534952,LEE_WQ,CES04SUR,OP_MGL,Surface,10 year,2011,2020,120,0.073,1,"Increasing Trend, Smaller"
534953,LEE_WQ,CES06BOT,OP_MGL,Surface,10 year,1999,2006,89,0.04,2,"Increasing Trend, Larger Rate"
534954,LEE_WQ,CES06SUR,OP_MGL,Surface,10 year,2011,2020,120,0.055,1,"Increasing Trend, Smaller"
534955,LEE_WQ,CES10SUR,OP_MGL,Surface,10 year,2011,2020,120,0.034,0,No Trend
534956,LEE_WQ,CYPRESSGR,OP_MGL,Surface,10 year,2011,2020,120,0.018,0,No Trend
534957,LEE_WQ,DEEPGR10,OP_MGL,Surface,10 year,2011,2020,120,0.06,0,No Trend
534958,LEE_WQ,DEEPGR50,OP_MGL,Surface,10 year,2011,2020,120,0.0665,0,No Trend
534959,LEE_WQ,DEEPGR90,OP_MGL,Surface,10 year,2011,2020,120,0.043,0,No Trend
534960,LEE_WQ,EB-01,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534961,LEE_WQ,EB-02,OP_MGL,Surface,10 year,2011,2020,120,0.005,0,No Trend
534962,LEE_WQ,EB-03,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534963,LEE_WQ,EB-04,OP_MGL,Surface,10 year,2011,2020,120,0.0055,0,No Trend
534964,LEE_WQ,EB-05,OP_MGL,Surface,10 year,2011,2020,120,0.005,0,No Trend
534965,LEE_WQ,EB-06,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534966,LEE_WQ,EB-07,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534967,LEE_WQ,EB-08,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534968,LEE_WQ,EB-09,OP_MGL,Surface,10 year,2011,2020,120,0.005,0,No Trend
534969,LEE_WQ,EB-10,OP_MGL,Surface,10 year,2011,2020,120,0.008,0,No Trend
534970,LEE_WQ,EB-11,OP_MGL,Surface,10 year,2011,2020,120,0.01,0,No Trend
534971,LEE_WQ,EB-12,OP_MGL,Surface,10 year,2011,2020,120,0.012,0,No Trend
534972,LEE_WQ,EB-13,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534973,LEE_WQ,EB-14,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
534974,LEE_WQ,GATRGR30,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534975,LEE_WQ,GATRGR60,OP_MGL,Surface,10 year,2011,2020,120,0.0045,0,No Trend
534976,LEE_WQ,HENDGR01,OP_MGL,Surface,10 year,2011,2020,116,0.024,0,No Trend
534977,LEE_WQ,HENDGR02,OP_MGL,Surface,10 year,2011,2020,116,0.034,0,No Trend
534978,LEE_WQ,HENDGR11A,OP_MGL,Surface,10 year,2011,2020,120,0.013,0,No Trend
534979,LEE_WQ,HENDGR20,OP_MGL,Surface,10 year,2011,2020,120,0.009,0,No Trend
534980,LEE_WQ,HENDGR30,OP_MGL,Surface,10 year,2011,2020,120,0.016,0,No Trend
534981,LEE_WQ,HENDGR40,OP_MGL,Surface,10 year,2011,2020,120,0.0345,0,No Trend
534982,LEE_WQ,HENDGR41,OP_MGL,Surface,10 year,2011,2020,120,0.019,1,"Increasing Trend, Smaller"
534983,LEE_WQ,IMPRGR01,OP_MGL,Surface,10 year,2011,2020,117,0.009,0,No Trend
534984,LEE_WQ,IMPRGR30,OP_MGL,Surface,10 year,2011,2020,120,0.012,0,No Trend
534985,LEE_WQ,IMPRGR41,OP_MGL,Surface,10 year,2011,2020,120,0.031,0,No Trend
534986,LEE_WQ,IMPRGR51,OP_MGL,Surface,10 year,2011,2020,120,0.029,0,No Trend
534987,LEE_WQ,IMPRGR80,OP_MGL,Surface,10 year,2011,2020,120,0.019,0,No Trend
534988,LEE_WQ,KEHLGR,OP_MGL,Surface,10 year,2011,2020,120,0.012,0,No Trend
534989,LEE_WQ,LKATMDEP,OP_MGL,Surface,10 year,2010,2019,111,0.004,0,No Trend
534990,LEE_WQ,LP-10,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534991,LEE_WQ,LP-CT1,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534992,LEE_WQ,LP-CT2,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534993,LEE_WQ,LP-CT3,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534994,LEE_WQ,LP-CUT,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534995,LEE_WQ,LP-EW,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534996,LEE_WQ,LP-R8,OP_MGL,Surface,10 year,2011,2020,120,0.006,0,No Trend
534997,LEE_WQ,LP-RLFMO,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534998,LEE_WQ,LP-RLI,OP_MGL,Surface,10 year,2011,2020,120,0.004,-1,"Decreasing Trend, Smaller"
534999,LEE_WQ,LP-TIPTO,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535000,LEE_WQ,MULLGR01,OP_MGL,Surface,10 year,2011,2020,118,0.012,1,"Increasing Trend, Smaller"
535001,LEE_WQ,MULLGR02,OP_MGL,Surface,10 year,2011,2020,118,0.011,0,No Trend
535002,LEE_WQ,PI-01,OP_MGL,Surface,10 year,2011,2020,120,0.024,0,No Trend
535003,LEE_WQ,PI-02,OP_MGL,Surface,10 year,2011,2020,120,0.029,1,"Increasing Trend, Smaller"
535004,LEE_WQ,PI-03,OP_MGL,Surface,10 year,2011,2020,120,0.016,0,No Trend
535005,LEE_WQ,PI-04,OP_MGL,Surface,10 year,2011,2020,120,0.016,0,No Trend
535006,LEE_WQ,PI-05,OP_MGL,Surface,10 year,2011,2020,120,0.0215,0,No Trend
535007,LEE_WQ,PI-07,OP_MGL,Surface,10 year,2011,2020,120,0.024,1,"Increasing Trend, Smaller"
535008,LEE_WQ,PI-08,OP_MGL,Surface,10 year,2011,2020,120,0.007,0,No Trend
535009,LEE_WQ,PI-09,OP_MGL,Surface,10 year,2011,2020,120,0.006,-1,"Decreasing Trend, Smaller"
535010,LEE_WQ,PI-10,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535011,LEE_WQ,PI-11,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535012,LEE_WQ,PI-12,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535013,LEE_WQ,PI-13,OP_MGL,Surface,10 year,2011,2020,120,0.0055,0,No Trend
535014,LEE_WQ,PI-14,OP_MGL,Surface,10 year,2011,2020,120,0.01,0,No Trend
535015,LEE_WQ,POWLGR20,OP_MGL,Surface,10 year,2011,2020,120,0.1345,0,No Trend
535016,LEE_WQ,POWLGR51,OP_MGL,Surface,10 year,2011,2020,114,0.101,0,No Trend
535017,LEE_WQ,POWLGR81,OP_MGL,Surface,10 year,2011,2020,120,0.014,0,No Trend
535018,LEE_WQ,SIXMILE2,OP_MGL,Surface,10 year,2011,2020,120,0.005,0,No Trend
535019,LEE_WQ,SIXMILE3,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535020,LEE_WQ,SIXMILE4,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535021,LEE_WQ,SIXMILE5,OP_MGL,Surface,10 year,2011,2020,120,0.004,0,No Trend
535022,LEE_WQ,SPANISHGR,OP_MGL,Surface,10 year,2011,2020,120,0.014,0,No Trend
535023,LEE_WQ,WHISGR10,OP_MGL,Surface,10 year,2011,2020,120,0.009,0,No Trend
535024,LEE_WQ,WHISGR50,OP_MGL,Surface,10 year,2011,2020,120,0.0225,-1,"Decreasing Trend, Smaller"
535025,LEE_WQ,YFC-CI,OP_MGL,Surface,10 year,2011,2020,120,0.097,0,No Trend
535026,SARASOTA_COASTALCREEK_WQ,ALL,OP_MGL,Surface,10 year,2011,2020,120,0.116,0,No Trend
535027,SARASOTA_COASTALCREEK_WQ,ALL-2,OP_MGL,Surface,10 year,2011,2020,120,0.087,-1,"Decreasing Trend, Smaller"
535028,SARASOTA_COASTALCREEK_WQ,ALL-3,OP_MGL,Surface,10 year,2012,2020,100,0.126,0,No Trend
535029,SARASOTA_COASTALCREEK_WQ,BBC,OP_MGL,Surface,10 year,2011,2020,120,0.243,0,No Trend
535030,SARASOTA_COASTALCREEK_WQ,BGS-B,OP_MGL,Surface,10 year,2011,2020,120,0.242,0,No Trend
535031,SARASOTA_COASTALCREEK_WQ,CC-2,OP_MGL,Surface,10 year,2011,2020,120,0.14,0,No Trend
535032,SARASOTA_COASTALCREEK_WQ,CC-3,OP_MGL,Surface,10 year,2011,2020,120,0.175,0,No Trend
535033,SARASOTA_COASTALCREEK_WQ,CLG,OP_MGL,Surface,10 year,2011,2020,120,0.313,-1,"Decreasing Trend, Smaller"
535034,SARASOTA_COASTALCREEK_WQ,CPS-1,OP_MGL,Surface,10 year,2011,2020,120,0.08,0,No Trend
535035,SARASOTA_COASTALCREEK_WQ,CPS-2,OP_MGL,Surface,10 year,2011,2020,120,0.083,-1,"Decreasing Trend, Smaller"
535036,SARASOTA_COASTALCREEK_WQ,CPS-3,OP_MGL,Surface,10 year,2011,2020,120,0.078,0,No Trend
535037,SARASOTA_COASTALCREEK_WQ,DPS,OP_MGL,Surface,10 year,2011,2020,120,0.072,0,No Trend
535038,SARASOTA_COASTALCREEK_WQ,FOR-2,OP_MGL,Surface,10 year,2011,2020,120,0.171,0,No Trend
535039,SARASOTA_COASTALCREEK_WQ,HAT-1,OP_MGL,Surface,10 year,2011,2020,120,0.089,0,No Trend
535040,SARASOTA_COASTALCREEK_WQ,HWC,OP_MGL,Surface,10 year,2011,2020,120,0.4885,-1,"Decreasing Trend, Smaller"
535041,SARASOTA_COASTALCREEK_WQ,WMS-1,OP_MGL,Surface,10 year,2011,2020,120,0.047,-2,"Decreasing Trend, Larger Rate"
535042,SARASOTA_COASTALCREEK_WQ,WOD,OP_MGL,Surface,10 year,2011,2020,120,0.26,0,No Trend
535043,SARASOTAES_WQ,14-5,OP_MGL,Surface,10 year,2011,2020,120,0.024,0,No Trend
535044,SARASOTAES_WQ,16-1,OP_MGL,Surface,10 year,2011,2020,120,0.022,0,No Trend
535045,SARASOTAES_WQ,16-2,OP_MGL,Surface,10 year,2011,2020,120,0.0215,0,No Trend
535046,SARASOTAES_WQ,16-3,OP_MGL,Surface,10 year,2011,2020,120,0.018,0,No Trend
535047,SARASOTAES_WQ,16-4,OP_MGL,Surface,10 year,2011,2020,120,0.01475,0,No Trend
535048,SARASOTAES_WQ,16-5,OP_MGL,Surface,10 year,2011,2020,120,0.0125,0,No Trend
535049,SARASOTAES_WQ,DR-1,OP_MGL,Surface,10 year,2011,2020,120,0.014,0,No Trend
535050,SARASOTAES_WQ,DR-2,OP_MGL,Surface,10 year,2011,2020,120,0.041,0,No Trend
535051,SARASOTAES_WQ,DR-3,OP_MGL,Surface,10 year,2011,2020,120,0.015,0,No Trend
535052,SARASOTAES_WQ,DR-4,OP_MGL,Surface,10 year,2011,2020,120,0.035,0,No Trend
535053,SARASOTAES_WQ,DR-5,OP_MGL,Surface,10 year,2011,2020,120,0.046,0,No Trend
535054,SARASOTAES_WQ,LB-1,OP_MGL,Surface,10 year,2011,2020,120,0.071,0,No Trend
535055,SARASOTAES_WQ,LB-2,OP_MGL,Surface,10 year,2011,2020,120,0.0735,0,No Trend
535056,SARASOTAES_WQ,LB-3,OP_MGL,Surface,10 year,2011,2020,120,0.073,0,No Trend
535057,SARASOTAES_WQ,LB-4,OP_MGL,Surface,10 year,2011,2020,120,0.057,0,No Trend
535058,SARASOTAES_WQ,LB-5,OP_MGL,Surface,10 year,2011,2020,120,0.03725,0,No Trend
535109,USGS_NWIS,2292900,OP_MGL,Surface,10 year,1980,1988,97,0.12,0,No Trend
535159,WIN_21FLGW,3499,OP_MGL,Surface,10 year,1999,2008,117,0.24,0,No Trend
535160,WIN_21FLGW,3556,OP_MGL,Surface,10 year,1999,2008,116,0.95,1,"Increasing Trend, Smaller"
535161,WIN_21FLGW,3568,OP_MGL,Surface,10 year,1999,2008,114,0.095,0,No Trend
535330,WIN_21FLMANA,MR1,OP_MGL,Surface,10 year,2006,2015,120,0.415,0,No Trend
535331,WIN_21FLMANA,MR2,OP_MGL,Surface,10 year,2006,2015,120,0.3,0,No Trend
535431,WIN_21FLSBL,BLIND PASS 1-I,OP_MGL,Surface,10 year,2011,2020,120,0.013,0,No Trend
535432,WIN_21FLSBL,BLIND PASS 2-I,OP_MGL,Surface,10 year,2011,2020,120,0.0075,0,No Trend
535433,WIN_21FLSBL,BLIND PASS 2-O,OP_MGL,Surface,10 year,2011,2020,120,0.0085,0,No Trend
535434,WIN_21FLSBL,DINKINS BAYOU 1,OP_MGL,Surface,10 year,2011,2020,120,0.0135,0,No Trend
535435,WIN_21FLSBL,SAN-WQ-1,OP_MGL,Surface,10 year,2011,2020,120,0.0195,0,No Trend
535436,WIN_21FLSBL,SAN-WQ-2,OP_MGL,Surface,10 year,2011,2020,120,0.02,0,No Trend
535437,WIN_21FLSBL,SAN-WQ-3,OP_MGL,Surface,10 year,2011,2020,120,0.036,0,No Trend
535438,WIN_21FLSBL,SAN-WQ-4,OP_MGL,Surface,10 year,2011,2020,120,0.0525,0,No Trend
535439,WIN_21FLSBL,SAN-WQ-5,OP_MGL,Surface,10 year,2011,2020,120,0.0435,0,No Trend
535440,WIN_21FLSBL,SAN-WQ-6,OP_MGL,Surface,10 year,2011,2020,120,0.054,0,No Trend
535441,WIN_21FLSBL,SAN-WQ-7,OP_MGL,Surface,10 year,2011,2020,120,0.062,0,No Trend
535442,WIN_21FLSBL,SAN-WQ-8,OP_MGL,Surface,10 year,2011,2020,120,0.0745,0,No Trend
535443,WIN_21FLSWFD,23917,OP_MGL,Surface,10 year,2011,2020,120,0.6955,0,No Trend
535444,WIN_21FLSWFD,23949,OP_MGL,Surface,10 year,2011,2020,119,0.356,0,No Trend
535445,WIN_21FLSWFD,24049,OP_MGL,Surface,10 year,2011,2020,119,0.399,0,No Trend
535446,WIN_21FLSWFD,24431,OP_MGL,Surface,10 year,2011,2020,119,0.175,1,"Increasing Trend, Smaller"
535447,WIN_21FLSWFD,24734,OP_MGL,Surface,10 year,2011,2020,120,0.098,0,No Trend
535448,WIN_21FLSWFD,24764,OP_MGL,Surface,10 year,2011,2020,120,0.014,0,No Trend
535449,WIN_21FLSWFD,24805,OP_MGL,Surface,10 year,2011,2020,120,0.5955,0,No Trend
535450,WIN_21FLSWFD,24833,OP_MGL,Surface,10 year,2011,2020,120,0.111,0,No Trend
535451,WIN_21FLSWFD,24866,OP_MGL,Surface,10 year,2011,2020,119,0.097,1,"Increasing Trend, Smaller"
535452,WIN_21FLSWFD,24878,OP_MGL,Surface,10 year,2011,2020,119,1.34,0,No Trend
535453,WIN_21FLSWFD,24942,OP_MGL,Surface,10 year,2011,2020,119,0.547,0,No Trend
535454,WIN_21FLSWFD,25585,OP_MGL,Surface,10 year,2011,2020,119,0.2765,0,No Trend
535455,WIN_21FLSWFD,25886,OP_MGL,Surface,10 year,2011,2020,119,0.3685,0,No Trend
535456,WIN_21FLSWFD,25991,OP_MGL,Surface,10 year,2011,2020,119,0.2135,1,"Increasing Trend, Smaller"
535457,WIN_21FLSWFD,25995,OP_MGL,Surface,10 year,2011,2020,119,0.1535,-1,"Decreasing Trend, Smaller"
535458,WIN_21FLSWFD,26046,OP_MGL,Surface,10 year,2011,2020,119,0.242,0,No Trend
535459,WIN_21FLSWFD,26055,OP_MGL,Surface,10 year,2011,2020,119,0.3425,0,No Trend
535469,WIN_CAPECRD,210,OP_MGL,Surface,10 year,1988,1995,90,0.01,0,No Trend
535470,WIN_CAPECRD,242,OP_MGL,Surface,10 year,1991,1998,78,0.1,0,No Trend
535472,WIN_CAPECRD,262,OP_MGL,Surface,10 year,1989,1995,72,0.01,0,No Trend
535476,WIN_CAPECRD,290,OP_MGL,Surface,10 year,1986,1995,111,0.01,0,No Trend
535479,WIN_CAPECRD,310,OP_MGL,Surface,10 year,1986,1994,99,0.01,0,No Trend
535481,WIN_CAPECRD,350,OP_MGL,Surface,10 year,1988,1997,113,0.07667,0,No Trend
535483,WIN_CAPECRD,390,OP_MGL,Surface,10 year,1986,1995,111,0.01,0,No Trend
535484,WIN_CAPECRD,400,OP_MGL,Surface,10 year,1991,1997,70,0.045,0,No Trend
535485,WIN_CAPECRD,430,OP_MGL,Surface,10 year,1986,1994,102,0.025,0,No Trend
535489,WIN_CAPECRD,470,OP_MGL,Surface,10 year,1988,1997,115,0.058,0,No Trend
535490,WIN_CAPECRD,510,OP_MGL,Surface,10 year,1988,1997,118,0.058,0,No Trend
535491,WIN_CAPECRD,540,OP_MGL,Surface,10 year,1987,1996,114,0.04808,0,No Trend
535492,WIN_CAPECRD,550,OP_MGL,Surface,10 year,1987,1994,83,0.01,0,No Trend
535495,WIN_CAPECRD,590,OP_MGL,Surface,10 year,1988,1994,82,0.01,0,No Trend
535496,WIN_CAPECRD,600,OP_MGL,Surface,10 year,1988,1997,117,0.046,0,No Trend
535510,WIN_CHNEPMP,290,OP_MGL,Surface,10 year,2010,2019,114,0.07,0,No Trend
535515,WIN_FLPRMRWS,PR10,OP_MGL,Surface,10 year,2011,2020,120,0.17975,0,No Trend
535517,WIN_FLPRMRWS,PR12,OP_MGL,Surface,10 year,2011,2020,120,0.415,0,No Trend
535519,WIN_FLPRMRWS,PR14,OP_MGL,Surface,10 year,2011,2020,120,0.59875,0,No Trend
535522,WIN_FLPRMRWS,PR18,OP_MGL,Surface,10 year,2011,2020,120,0.6105,0,No Trend
535529,WIN_FLPRMRWS,PR9,OP_MGL,Surface,10 year,2011,2020,120,0.0925,0,No Trend
535542,CANALWATCH_WQ,74C,PH,Surface,10 year,2011,2020,111,8.2,-1,"Decreasing Trend, Smaller"
535544,CANALWATCH_WQ,90A,PH,Surface,10 year,2011,2020,111,7.8,0,No Trend
535545,CHEVWQMN_WQ,CHV001,PH,Surface,10 year,2011,2020,120,7.5,0,No Trend
535546,CHEVWQMN_WQ,CHV002,PH,Surface,10 year,2011,2020,120,7.68,0,No Trend
535547,CHEVWQMN_WQ,CHV003,PH,Surface,10 year,2011,2020,120,7.48,0,No Trend
535548,CHEVWQMN_WQ,CHV004,PH,Surface,10 year,2011,2020,120,7.7,-1,"Decreasing Trend, Smaller"
535549,CHEVWQMN_WQ,CHV006,PH,Surface,10 year,2011,2020,120,7.68,0,No Trend
535550,CHEVWQMN_WQ,CHV007,PH,Surface,10 year,2011,2020,120,7.725,0,No Trend
535551,CHEVWQMN_WQ,CHV008,PH,Surface,10 year,2011,2020,120,7.625,0,No Trend
535552,CHEVWQMN_WQ,CHV009,PH,Surface,10 year,2011,2020,120,7.805,0,No Trend
535553,CHEVWQMN_WQ,CHV010,PH,Surface,10 year,2011,2020,120,7.935,0,No Trend
535554,CHEVWQMN_WQ,CHV011,PH,Surface,10 year,2009,2018,119,8.04,0,No Trend
535555,CHEVWQMN_WQ,CHV012,PH,Surface,10 year,2011,2020,106,8.09,-1,"Decreasing Trend, Smaller"
535556,CHEVWQMN_WQ,CHV013,PH,Surface,10 year,2011,2020,119,7.485,0,No Trend
535557,CHEVWQMN_WQ,EBERS2,PH,Surface,10 year,2011,2020,118,7.54,0,No Trend
535558,CHEVWQMN_WQ,EBV001,PH,Surface,10 year,2011,2020,120,7.96,-1,"Decreasing Trend, Smaller"
535559,CHEVWQMN_WQ,EBV003,PH,Surface,10 year,2011,2020,120,7.82,0,No Trend
535560,CHEVWQMN_WQ,EBV004,PH,Surface,10 year,2011,2020,120,7.965,0,No Trend
535561,CHEVWQMN_WQ,EBV005,PH,Surface,10 year,2011,2020,117,7.89,0,No Trend
535562,CHEVWQMN_WQ,EBV006,PH,Surface,10 year,2011,2020,120,7.92,0,No Trend
535563,CHEVWQMN_WQ,EBV007,PH,Surface,10 year,2011,2020,116,7.91,-1,"Decreasing Trend, Smaller"
535564,CHEVWQMN_WQ,GSV001,PH,Surface,10 year,2011,2020,120,7.8,0,No Trend
535565,CHEVWQMN_WQ,GSV002,PH,Surface,10 year,2011,2020,119,8.08,-1,"Decreasing Trend, Smaller"
535566,CHEVWQMN_WQ,GSV005,PH,Surface,10 year,2008,2017,119,7.2,0,No Trend
535567,CHEVWQMN_WQ,GSV006,PH,Surface,10 year,2011,2020,119,8.115,0,No Trend
535568,CHEVWQMN_WQ,LBANG1,PH,Surface,10 year,2011,2020,111,7.57,0,No Trend
535569,CHEVWQMN_WQ,LBFOR1,PH,Surface,10 year,2011,2020,120,7.605,-1,"Decreasing Trend, Smaller"
535570,CHEVWQMN_WQ,LBGOT2,PH,Surface,10 year,2011,2020,120,7.3,0,No Trend
535571,CHEVWQMN_WQ,LBOYS1,PH,Surface,10 year,2011,2020,120,7.65,-1,"Decreasing Trend, Smaller"
535573,CHEVWQMN_WQ,LBV003,PH,Surface,10 year,2011,2020,120,7.98,0,No Trend
535574,CHEVWQMN_WQ,LBV004,PH,Surface,10 year,2011,2020,120,8.01,0,No Trend
535575,CHEVWQMN_WQ,LBV005,PH,Surface,10 year,2011,2020,120,8.04,0,No Trend
535576,CHEVWQMN_WQ,LBV006,PH,Surface,10 year,2011,2020,120,7.55,-1,"Decreasing Trend, Smaller"
535577,CHEVWQMN_WQ,LBV007,PH,Surface,10 year,2011,2020,119,7.95,0,No Trend
535578,CHEVWQMN_WQ,MPV001,PH,Surface,10 year,2011,2020,114,7.89,0,No Trend
535579,CHEVWQMN_WQ,MPV002,PH,Surface,10 year,2011,2020,119,7.785,-1,"Decreasing Trend, Smaller"
535580,CHEVWQMN_WQ,MPV003,PH,Surface,10 year,2011,2020,119,7.94,0,No Trend
535581,CHEVWQMN_WQ,MPV004,PH,Surface,10 year,2011,2020,120,7.9,0,No Trend
535582,CHEVWQMN_WQ,PIV001,PH,Surface,10 year,2011,2020,120,7.95,0,No Trend
535583,CHEVWQMN_WQ,PIV002,PH,Surface,10 year,2011,2020,119,8.11,-1,"Decreasing Trend, Smaller"
535584,CHEVWQMN_WQ,PIV004,PH,Surface,10 year,2011,2020,120,8,0,No Trend
535585,CHEVWQMN_WQ,PIV006,PH,Surface,10 year,2011,2020,118,8.055,1,"Increasing Trend, Smaller"
535586,CHEVWQMN_WQ,PIV007,PH,Surface,10 year,2010,2019,110,8.185,0,No Trend
535587,CHEVWQMN_WQ,SCV001,PH,Surface,10 year,2011,2020,117,7.99,0,No Trend
535588,CHEVWQMN_WQ,SCV002,PH,Surface,10 year,2011,2020,116,8.01,1,"Increasing Trend, Smaller"
535589,EPC_ROUTINE_MONITORING,139,PH,Surface,10 year,2014,2020,65,7.64,0,No Trend
535591,LAKELAND_WQ,BONNETWQ,PH,Surface,10 year,2011,2020,117,9.3,0,No Trend
535592,LAKELAND_WQ,HORNEYWQ,PH,Surface,10 year,2011,2020,114,8.035,0,No Trend
535593,LAKELAND_WQ,MIRRORWQ,PH,Surface,10 year,2011,2020,117,8.19,0,No Trend
535594,LAKELAND_WQ,MORTONWQ,PH,Surface,10 year,2011,2020,117,8.53,0,No Trend
535595,LAKELAND_WQ,WIREWQ,PH,Surface,10 year,2011,2020,114,8.32,0,No Trend
535614,LEE_WQ,10MIFM01,PH,Surface,10 year,2011,2020,120,7.5,0,No Trend
